maps/airfield.bsp 76439210
maps/allied_end.bsp 55606450
maps/allied_start.bsp 55622514
maps/berlin.bsp 88400842
maps/chateau.bsp 86323874
maps/credits.bsp 73007186
maps/factory.bsp 84991802
maps/pavlov.bsp 87348634
maps/pegasusday.bsp 78761690
maps/pegasusnight.bsp 81982378
maps/powcamp.bsp 82484578
maps/railyard.bsp 76218418
maps/redsquare.bsp 98051602
maps/rocket.bsp 95561938
maps/ru_stalingrad.bsp 55640690
maps/sewer.bsp 80564202
maps/ship.bsp 93592762
maps/stalingrad.bsp 78181754
maps/tankdrivecountry.bsp 78659154
maps/truckride.bsp 84774034
maps/trainstation.bsp 80200466
maps/uk_6ab.bsp 55622514
maps/uk_sas.bsp 55622546
maps/us_mid.bsp 55613362
maps/mp/mp_brecourt.bsp 15969952
maps/mp/mp_pavlov.bsp 17801760
maps/mp/mp_chateau.bsp 20946816
maps/mp/mp_dawnville.bsp 48348416
maps/mp/mp_hurtgen.bsp 47297152
maps/mp/mp_harbor.bsp 40723840
maps/mp/mp_powcamp.bsp 41907200
maps/mp/mp_railyard.bsp 44957120
maps/mp/mp_rocket.bsp 47740032
maps/mp/mp_ship.bsp 51746592
maps/mp/mp_carentan.bsp 67494656
maps/tankdrivetown.bsp 86683066
maps/mp/mp_depot.bsp 71445248
maps/dam.bsp 110643138
maps/hurtgen.bsp 82588722
maps/training.bsp 73147146
maps/us_intro.bsp 56144306
maps/pathfinder.bsp 90395682
maps/burnville.bsp 83301954
maps/dawnville.bsp 89670474
maps/carride.bsp 106003202
maps/brecourt.bsp 83311594
